,Song_name,queen
262,let me in your heart again   ,"""Uuhhh, ooh, yeah"", ""When people talk of love, I'll lead the conversation"", ""I'll say I feel just fine, Happy with my situation"", ""But when I look away, ha, People know my mind is straining"", ""To where I once belonged, Dreaming about your heart again"", ""Your heart again, yeah Your heart again"", ""Let me in your heart again"", ""Listen to me, honey!"", ""We learn to face the blues, I give you satisfaction"", ""It's your heart again"", ""Despair was on your mind, I gave you the right direction"", ""It's your heart again"", ""Sometimes you walk away, Remember it's my heart you're breaking"", ""You forget we were alone, Now my heart is only filled with pain"", ""Your heart again, oh Your heart again"", ""Let me in your heart again"", ""Oh my love, I want you to stay Don't leave me now or I'll just fade away Oh my love, don't hurt me this way"", ""Oh, forgive me baby Don't ever tell me goodbye Oooh Come on, baby Ooh"", ""Don't make me wait too long or I'll lose my mind"", ""When people talk of love, I have no hesitation"", ""It's your heart again"", ""Tell me what you're dreaming of, I'll hold that conversation for you baby"", ""It's your heart again"", ""But when I look away, ha, People know my mind is straining, baby"", ""To where I once belonged, Just let me in your heart again"", ""Your heart again, oh"", ""Let me in your heart again"", ""Open the doors for me baby"", ""It's your heart again"", ""Let me in"", ""Hey, live Let me live Wooooh Let me live, and live in your heart again"""
263,we will rock you remastered   ,"""Buddy, you're a boy, make a big noise Playin' in the street, gonna be a big man someday You got mud on your face You big disgrace Kickin' your kind all over the place"", ""Singin' We will, we will rock you We will, we will rock you"", ""Buddy, you're a young man, hard man Shouting in the street, gonna take on the world some day You got blood on your face You big disgrace Waving your banner all over the place"", ""We will, we will rock you (Sing it, ah) We will, we will rock you"", ""Buddy, you're an old man, poor man Pleading with your eyes, gonna make you some peace some day You got mud on your face Big disgrace Somebody better put you back into your place"", ""We will, we will rock you Sing it! Hmm, we will, we will rock you Everybody, we will, we will rock you Uh, we will, we will rock you Alright"""
264,dont stop me now revisited   ,"""[Introductory Verses] Tonight I'm gonna have myself a real good time I feel alive And the world I'll turn it inside out, yeah And floating around in ecstasy, so"", ""Don't stop me now Don't stop me 'Cause I'm having a good time Having a good time!"", ""[Main Verse 1] I'm a shooting star leaping through the sky Like a tiger, defying the laws of gravity I'm a racing car passing by Like Lady Godiva I'm gonna go-go-go There's no stopping me"", ""[Pre-Chorus 1] I'm burnin' through the sky, yeah 200 degrees That's why they call me Mister Fahrenheit I'm traveling at the speed of light I wanna make a supersonic man out of you"", ""[Chorus 1] Don't stop me now I'm having such a good time I'm having a ball Don't stop me now If you wanna have a good time Just give me a call Don't stop me now 'Cause I'm having a good time Don't stop me now Yes, I'm havin' a good time I don't wanna stop at all"", ""[Main Verse 2] Yeah, I'm a rocket ship on my way to Mars On a collision course I am a satellite; I'm out of control I am a sex machine ready to reload Like an atom bomb about to Oh, oh, oh, oh, oh, explode!"", ""[Pre-Bridge, Pre-Chorus melody] I'm burnin' through the sky, yeah 200 degrees That's why they call me Mister Fahrenheit I'm traveling at the speed of light I wanna make a supersonic woman of you"", ""[Bridge] Don't stop me, don't stop me, don't stop me Hey, hey, hey! Don't stop me, don't stop me Ooh, ooh, ooh (I like it!) Don't stop me, don't stop me Have a good time, good time Don't stop me, don't stop me Ahhhhhh"", ""[Guitar Solo] Alright!"", ""[Pre-Chorus 2] I'm burning through the sky, yeah 200 degrees That's why they call me Mister Fahrenheit I'm traveling at the speed of light I want to make a supersonic man outta you"", ""[Chorus] Don't stop me now I'm having such a good time I'm having a ball Don't stop me now If you wanna have a good time Just give me a call Don't stop me now 'Cause I'm having a good time Don't stop me now Yes, I'm havin' a good time I don't wanna stop at all"", ""[Outro] La-da-da-da-da Da-da-da Ah-da-da, ha-ha-ha Ah-da-da, ah-da-da-da-da Ooh-ooh-ooh, ooh-ooh"""
265,big bad caused a mighty fine sensation   ,"""Gone and got himself elected president (We want Leroy for President) Next time, you gotta hit a bitty baddy weather This time, like a shimmy, shammy leather He's a big boy, bad boy, Leroy I don't care where you get him from Bring that big bad Leroy back Want him back"""
266,sail away sweet sister   ,"""Hey little babe you're changing Babe are you feeling sore? It ain't no use in pretending You don't wanna play no more"", ""It's plain that you ain't no baby What would your mother say You're all dressed up like a lady How come you behave this way, yeah"", ""Sail Away Sweet Sister Sail across the sea Maybe you find somebody To love you half as much as me"", ""My heart is always with you No matter what you do Sail Away Sweet Sister I'll always be in love with you"", ""Forgive me for what I told you My heart makes a fool of me Ooh, you know I'll never hold you I know that you gotta be free, yeah"", ""Sail Away Sweet Sister Sail across the sea Maybe you find somebody To love you half as much as me"", ""Take it the way you want it But when they let you down my friend Sail Away Sweet Sister Back to my arms again"", ""Hot child don't you know you're young -You got your whole life ahead of you And you can throw it away too soon Way too soon, aah yeah"", ""Sail Away Sweet Sister Sail across the sea Maybe you find somebody Gonna love you half as much as me - yeah"", ""My heart is always with you No matter what you do Sail Away Sweet Sister I'll always be in love with you Aaha"""
267,who wants to live forever   ,"""There's no time for us There's no place for us What is this thing that builds our dreams, yet slips away from us Who wants to live forever"", ""Who wants to live forever Ooh"", ""There's no chance for us It's all decided for us"", ""This world has only one sweet moment set aside for us Who wants to live forever Who wants to live forever Ooh Who dares to love forever Ooh When love must die But touch my tears with your lips Touch my world with your fingertips And we can have forever And we can love forever Forever is hour today Who wants to live forever Who wants to live forever Forever is hour today Who waits forever anyway"""
268,lets turn it on   ,"""Let's turn it on, and get everybody thinking, thinking, thinking, Let's turn it on, everybody song and dancing, dancing, dancing, Let's turn it on, let's turn it on, All the people got to get the right impression Turn it on, turn it on, turn it on, Why don't we turn it on and let's stop everybody fighting. Let's get it on, let's get everybody jumping, Let's get it on and get everybody stomping, Let's get it on, let's get it on, All the people got to get the right impression, Let's get it on, turn it on, and let's get everybody dancing."", ""Let's turn it on, yeah Nobody is giving it up, yeah, yeah, Everybody is living it up, yeah, Everybody is living it up, living it up, let's turn it on, Yeah, nobody is giving it up, everybody is living it up, yeah, Everybody is living it up Let's turn it on, turn it on, yeah, Dancing, dancing, dancing, dancing"", ""Let's turn it on, and get everybody swinging, Let's turn it on, get right into that lovely feeling, Let's turn it on, yeah, come on all you people get together, Turn it on, turn it on, turn it on, And let's get everybody dancing."", ""Turn it on and get everybody happy, Let's turn it on, let's make everybody happy, Let's turn it on, let's turn it on, come on all you, all you happy people together, Turn it on, yeah, turn it on, turn it on, Let's make everybody crazy!"""
269,fat bottomed girls   ,"""Are you gonna take me home tonight? Oh, down beside that red firelight Are you gonna let it all hang out? Fat bottomed girls You make the rockin' world go round"", ""Hey! I was just a skinny lad Never knew no good from bad But I knew life before I left my nursery (huh) Left alone with big fat Fanny She was such a naughty nanny Heap big woman, you made a bad boy out of me Hey hey!"", ""I've been singing with my band Across the water, across the land I've seen every blue eyed floozy on the way But their beauty and their style Went kind of smooth after a while Take me to them dirty ladies every time"", ""Oh, won't you take me home tonight? Oh, down beside your red firelight Oh, and you give it all you got Fat bottomed girls you make the rockin' world go round Fat bottomed girls you make the rockin' world go round"", ""Hey, listen here! Now I got mortgages on homes I got stiffness in the bones Ain't no beauty queens in this locality, I tell you Oh but I still get my pleasure Still got my greatest treasure Heap big woman, you gonna make a big man out of me Now get this!"", ""Are you gonna take me home tonight, please? Oh, down beside that red firelight Are you gonna let it all hang out? Fat bottomed girls you make the rockin' world go round, yeah Fat bottomed girls you make the rockin' world go round"", ""Get on your bikes and ride! Ooh yeah them fat bottomed girls Fat bottomed girls Yeah yeah yeah Fat bottomed girls Yes yes"""
270,stop all the fighting   ,"""Words and music by freddie mercury"", ""Stop all stop all (stop all) the fighting Stop all stop all stop all the fighting Stop it stop all the fighting We want to live in a better place (live in a better place) We want to make a better human race We want to live in a better place (stop all the fighting) We want to make a better human race Stop all the fighting stop all the fighting Don't do that don't get all excited You know that know that - not gonna like it Stop all (stop all) stop all stop all the fighting We want to live in a better place (yeah yeah yeah yeah)"", "" We want to make a better human race We want to live in a better place (stop all the fighting) We want to make a better human race Stop all the fighting stop all the fighting Get all excited You don't have to do that You're not gonna like it That's a point of fact We want to live in a better place We want to make a better human race for you We want to live in a better place We want to make a better human race Stop all the fighting stop all the fighting"""
271,bet your bottom dollar bill youre a playboy   ,"""Daddy Cool with a ninety dollar smile Took my money out of gratitude And he git right outa town - well I gotta getty up, steady up, shoot him down Gotta hit that latitude - babe [CHORUS REPEAT] Big bad Leroy Brown he got no common sense - no, no He got no brains but he sure gotta lot of style Can't stand no more in this here jail I gotta rid myself of this sentence Gotta get out the heat, step into the shade Gotta get me there dead or alive - babe Wooh, wooh, big bad Leroy, wooh, wooh, Wooh, wooh, big bad Leroy - Brown - well [CHORUS REPEAT] Big Mama Lulu Belle she had a nervous breakdown (She had a nervous breakdown) Leroy's taken her honey chile away But she met him down at the station Put a shot gun to his head And unless I be mistaken This is what she said \""Big bad, big boy, big bad Leroy Brown I'm gonna get that cutie pie\"" [CHORUS REPEAT]"""
272,the invisible man   ,"""I'm The invisible man, I'm The invisible man, Incredible how you can, See right through me,"", ""When you hear a sound, That you just can't place Feel somethin' move That you just can't trace, When something sits On the end of your bed Don't turn around When you hear me tread."", ""I'm The invisible man, I'm The invisible man Incredible how you can See right through me I'm The invisible man I'm The invisible man It's criminal how I can See right through you."", ""Now I'm in your room And I'm in your bed And I'm in your life And I'm in your head Like the CIA Or the FBI You'll never get close Never take me alive"", ""I'm The invisible man I'm The invisible man Incredible how you can See right through me I'm The invisible man I'm The invisible man It's criminal how I can See right through you,"", ""Hah, hah, hah, hello, Hah, hah, hah, hello, Hah, hah, hah, hello-hello-hello-hello, Never had a real good friend - not a boy or a girl No-one knows what I've been through - let my flag unfurl So make my mark from the edge of the world, From the edge of the world, From the edge of the world,"", ""Now I'm on your track And I'm in your mind, And I'm on your back But don't look behind I'm your meanest thought I'm your darkest fear Put I'll never get caught You can't shake me, shake me dear,"", ""I'm The invisible man, I'm The invisible man Incredible how you can See right through me I'm The invisible man I'm The invisible man It's criminal how I can See right through you Look at me, look at me"""
273,all dead all dead   ,"""She came without a farthing A babe without a name So much ado about nothing Is what she'd try to say So much ado my lover So many games we played Through every fleeted summer Through every precious day All Dead All Dead All the dreams we had And I wonder why I still live on"", ""All Dead All Dead And alone I'm spared My sweeter half instead All Dead And Gone All Dead... All Dead All Dead At the rainbow's end And still I hear her own sweet song"", ""All Dead All Dead Take me back again You know my little friend's All Dead And gone All Dead and gone Her ways are always with me I wander all the while But please you must forgive me"", ""I am old but still a child All Dead All Dead But I should not grieve In time it comes to everyone"", ""All Dead All Dead But in hope I breathe Of course I don't believe You're dead And gone All Dead And gone"""
274,thank god its christmas nonalbum single   ,"""Oh, my love, we've had our share of tears Oh, my friends, we've had our hopes and fears Oh, my friends, it's been a long hard year"", ""But now it's Christmas Yes, it's Christmas Thank God, it's Christmas"", ""The moon and stars seem awful cold and bright Let's hope the snow will make this Christmas right My friends, the world will share this special night"", ""Because it's Christmas Yes, it's Christmas Thank God, it's Christmas For one night"", ""Thank God, it's Christmas, yeah Thank God, it's Christmas Thank God, it's Christmas Can it be Christmas? Let it be Christmas Ev'ry day"", ""Oh, my love, we live in troubled days Oh, my friend, we have the strangest ways All my friends on this one day of days Thank God, it's Christmas Yes, it's Christmas Thank God, it's Christmas For one day"", ""Thank God, it's Christmas Yes, it's Christmas Thank God, it's Christmas Oooh, yeah Thank God, it's Christmas Yes, yes, yes, yes, it's Christmas Thank God, it's Christmas For one day"", ""Christmas A very merry Christmas to you all"""
275,im in love with my car   ,"""The machine of a dream, such a clean machine With the piston's a-pumpin', and the hubcaps all gleam When I'm holding your wheel, All I hear is your gear, When my hand's on your grease gun, Oh it's like a disease son, I'm in love with my car, gotta feel for my automobile, Get a grip on my boy racer rollbar, Such a thrill when your radials squeal."", ""Told my girl I have to forget her, Rather buy me a new cartburettor, So she made tracks sayin' ths is the end now, Cars don't talk back they're just four wheeled friends now,"", ""When I'm holding your wheel, All I hear is your gear, When I'm cruisin' in overdrive, Don't have to listen to no run of the mill talk jive,"", ""I'm in love with my car, gotta feel for my automobile, I'm in love with my car, string back gloves in my automolove!"""
276,april lady   ,"""She won our hearts the arts she loved Is painting pictures for free When she was done she hung them up For all the children to see Goodbye April lady It's been good to have you around Goodbye April lady You've done a lot for the folks in this town The children learned to read She strung their beads It's sorry she was the one As you can see isn't she good She don't leave nothing undone Goodbye April lady It's been good to have you around Goodbye April lady You've done a lot for the folks in this town She taught them all to love She was their cream And we don't want her to go But we know too well She fell in love And there's no stopping her so Goodbye April lady It's been good to have you around Goodbye April lady You've done a lot for the folks in this town Goodbye April lady..."""
277,we will we will rock you   ,"""Buddy you're a boy make big noise Playing in the street gonna be a big man some day You got mud on your face You big disgrace Kickin' your can all over the place Singin'"", ""We will we will rock you We will we will rock you"", ""Buddy you're a young man hard man Shouting in the street gonna take on the world some day You got blood on your face You big disgrace Wavin' your Banner all over the place"", ""We will we will rock you Singin' We will we will rock you"", ""Buddy you're an old man poor man Pleading with your eyes gonna make you some peace some day You got mud on your face Big disgrace Somebody better put you back into your place"", ""We will we will rock you Singin' We will we will rock you Everybody We will we will rock you We will we will rock you Alrigth"""
278,modern times rock n roll   ,"""Had to make do with a worn out rock and roll scene The old bop is gettin' tired need a rest Well you know what I mean Fifty eight that was great But it's over now and that's all Somethin' harder's coming up Gonna really knock a hole in the wall Gonna hit ya grab you hard Make you feel ten feet tall"", ""Well I hope that big new baby's gonna come along soon You don't know it could happen any ol' rainy afternoon With the temp'rature down And the juke box blowin' no fuse And my musical life's feelin' Like a long Sunday School cruise And you know there's one thing Every single body could use"", ""Yeah listen to me baby Let me tell you what it's all about Modern times rock and roll Modern times rock and roll"", ""Get your high heeled guitar boots and some groovy clothes Get a hair piece on your chest And a ring through your nose Find a nice little man who says He's gonna make you a real big star Stars in your eyes ants in your pants Think you should go far Everybody in this bum sucking world's Gonna know just who you are Look out"", ""Modern times rock and roll"""
279,headlong   ,"""And you're rushing headlong, you've got a new goal And you're rushing headlong out of control And you think you're so strong But there ain't no stopping and there's nothin' you can do about it"", ""Nothin' you can do, no there's nothin' you can do about it No there's nothin' you can, nothin' you can, nothin' you can do about it"", ""And you're rushing headlong, you've got a new goal And you're rushing headlong out of control And you think you're so strong But there ain't no stopping no there's nothin' you can do about it"", ""He used to be a man with a stick in his hand She used to be a woman with a hot dog stand Now you've got soup in the laundry bag Now you've got strings, you're gonna lose your rag"", ""You're gettin' in a fight Then it ain't so groovy When you're screaming in the night Let me out of this cheap 'B' movie"", ""Headlong down the highway And you're rushing headlong out of control And you think you're so strong But there ain't no stopping and you can't stop rockin' And there's nothin' you can, nothin' you can, nothin' you can do about it"", ""When a red hot man meets a white hot lady Soon the fire starts a raging gets 'em more than half crazy Now they start freaking everyway you turn You can't start walking 'cos your feet got burned"", ""It ain't no time to figure Wrong from right Cause reasons out the window Better hold on tight"", ""You're rushing headlong Headlong out of control You think you're so strong There ain't no stopping and there's nothin' you, nothin' you, nothin' you can do about it at all"", ""Allright go And you're rushing headlong down the highway And you're rushing headlong out of control And you think you're so strong But there ain't no stopping, there's nothin', nothin', nothin' you can do about it"", ""Headlong Headlong Rushing rushing, rushing rushing Rushing rushing, rushing rushing Headlong Headlong"""
280,dreamers ball   ,"""Brian: A little bit of a, nonsense now"", ""Yeah, yeah, yeah, hey Freddie: Maybe you should do something like this, huh?. Alright, that's good. Merci beaucoup. Alright, nice and easy does it, baby"", ""Oooh, yeah, nice, ahhhh"", ""I used to be your baby Used to be your pride and joy Used to take me dancing Just like any other boy But now you've found another partner You left me like a broken toy Sure did"", ""Well, it's someone else you're taking Someone else you're playing to, yeah Honey, though I'm aching Know just what I have to do, right If I can't have you when I'm waking I'll go to sleep and dream I'm with you That's right, that's right"", ""Oh, take me, take me Take me to the dreamer's ball I'll be right on time (yeah) And I'll dress so fine (oh yeah) You're gonna love me when you see me I won't have to worry Take me, take me Promise not to wake me 'til it's morning And it's all been through, yeah"", ""Hey Yeah Yeah, yeah"", ""Right down that 42nd street Way down, down, downtown dreamer's town"", ""So, take me, take me Take me I'm your play thing now, sure You make my life worthwhile With the slightest smile You destroy me with the barely Perceptible whisper Gently take me Remember I'll be dreaming of my baby At the dreamer's ball"", ""So take me to the dreamer's ball, yeah, yeah Yeah"""
281,machines   ,"""It's a machine's world Don't tell me I ain't got no soul When the machines take over It ain't no place for you and me"", ""They tell me I don't care But deep inside I'm just a man They freeze me they burn me They squeeze me they stress With smoke-blankened pistons of steel they compress me But no-one, but no-one, but no-one can wrestme away Back to Humans"", ""We have no disease, no trouble of mind We're fighting for peace, no regard for the time We never cry, we never retreat We have no conception of love or defeat."", ""What's that Machine noise it's bytes and mega chips for tea it's that Machine, boys With Random Access Memory Never worry, never mind Not for money, not for gold."", ""It's software It's hardware It's heartbeat is time-share It's midwife's disk drive It's sex-life is quantised It's self-perpetuating a parahumanoidarianised"", ""Back to Humans Back to Humans"", ""Back to Machines"", ""Living in a new world Thinking in the past Living in a new world How you gonna last Machine world... It's a Machine world..."", ""Change."", ""Back to Humans."""
282,bicycle race   ,"""Bicycle bicycle bicycle I want to ride my bicycle bicycle bicycle I want to ride my bicycle I want to ride my bike I want to ride my bicycle I want to ride it where I like"", ""You say black, I say white You say bark, I say bite You say shark, I say hey man Jaws was never my scene And I don't like Star Wars"", ""You say Rolls, I say Royce You say God, give me a choice You say Lord, I say Christ I don't believe in Peter Pan Frankenstein or Superman All I wanna do is"", ""Bicycle bicycle bicycle I want to ride my bicycle bicycle bicycle I want to ride my bicycle I want to ride my bike I want to ride my bicycle I want to ride my"", ""Bicycle races are coming your way So forget all your duties oh yeah! Fat bottomed girls they'll be riding today So look out for those beauties oh yeah"", ""On your marks get set go"", ""Bicycle race bicycle race bicycle race Bicycle bicycle bicycle I want to ride my Bicycle bicycle bicycle bicycle (I want a) Bicycle race"", ""(...)"", ""Hey You say coke, I say caine You say John, I say Wayne Hot dog, I say cool it man I don't wanna be the President of America"", ""You say smile, I say cheese Cartier, I say please Income tax, I say Jesus I don't wanna be a candidate For Vietnam or Watergate 'Cause all I want to do is"", ""Bicycle bicycle bicycle I want to ride my bicycle, bicycle (c'mon), bicycle I want to ride my bicycle I want to ride my bike I want to ride my bicycle I want to ride it where I like"""
283,the march of the black   ,
284,death on two legs   ,"""You suck my blood like a leech You break the law and you breach Screw my brain till it hurts You've taken all my money - you still want more,"", ""Misguided old mule With your pigheaded rules With your narrow - minded cronies who are fools of the first division-"", ""Death on two legs - You're tearing me apart, Death on two legs You never had a heard of your own -"", ""Kill joy, Bad guy, Big talking, Small fry You're just an old barrow - boy Have you found a new toy to replace me, Can you face me -"", ""But now you can kiss my ass goodbye"", ""Feel good, are you satisfied"", ""Do you feel like suicide (I think you should) Is your conscience all right Does it plague you at night, Do you feel good - Feel good!"", ""Talk like a big business tycoon, But you're just a hot - air balloon, So no one gives you a damn, You're just an overgrown school - boy Let me tan your hide."", ""A dog with disease, King of the 'sleaze' Put your money where your mouth is Mr. Know all, Was the fin on your back part of the deal...(shark!)"", ""Death on two legs You're tearing me apart Death on two legs - You never had a heart of your own, (You never did, right from the start)"", ""Insane you should be put inside, You're a sewer - rat decaying in a cesspool of pride Should be made unemployed Then make yourself null - and - void, Make me feel good I feel good."""
285,dog with a bone   ,"""Hey, you say you won't you can't give me any more love You say you will you can forgive me but I doubt it You make me high when I talk on the phone You know I gotta ring up your number when I know you ain't home Coz you gotta hold on me baby like a dog with a bone Hey hey Dog with a bone"", ""One more time yeah"", ""Hey you say you won't you can't give me any more love But you that say you will you can forgive me but I doubt it You make me high when you talk on the phone You know I gotta ring up your number when you're never ever home You gotta hold on me baby, like a dog with a bone, yeah Dog with a bone"", ""He was telling me"", ""You talk down the phone Ring up your number when I know you ain't home You gotta hold on me baby, like a dog with a bone Yeah Like a dog with a bone, yeah Dog with a bone"", ""You say you won't you can't give me any more love But you say you will you can forgive me but I doubt You make me high when you talk on the phone I gotta ring up your number when I know you ain't home"", "" You gotta hold on me baby Like a dog with a bone"", ""Hold on me baby I won't let go Like a dog with a bone Don't let go You gotta"", ""Hello fan club. sorry it hasn't got me on it. Must have ruined it for all of you, but there you go."", ""Hello, john here. I hope you're having a good time. And jacky, in return for us doing this musical offering for you, Is after we've finished she's going to come on and do a strip for you."", ""Hey, I hope everybody's having a good time (good time good time good time) I hope everybody's having a having a good time (good time good time good time)"", ""Having a good time, yes, before I heard all this nonsense. Where's the microphone, which one? hello it's brian here. Fraid I've lost my voice because I've been bellowing. God, I wish someone would shut that bloody guitarist up, it's dreadful. Well actually we'd love to be with you, we're sorry we're not with you but we're too busy Making silly noises and thinking up new chords like this one and having mid life crises and things. You see it's all very easy for you but we have a lot of work to do so we're going to play you this song instead. It does like this."", ""Dog with a bone"""
286,escape from the swamp   ,
287,killer   ,"""She keeps Mo\u00c3\u00abt et Chandon In her pretty cabinet 'Let them eat cake,' she says Just like Marie Antoinette A built-in remedy For Khrushchev and Kennedy At anytime an invitation You can't decline"", ""Caviar and cigarettes Well versed in etiquette Extraordinarily nice"", ""She's a Killer Queen Gunpowder, gelatine Dynamite with a laser beam Guaranteed to blow your mind Anytime"", ""Recommended at the price Insatiable an appetite Wanna try?"", ""To avoid complications She never kept the same address In conversation She spoke just like a baroness Met a man from China Went down to Geisha Minah Then again incidentally If you're that way inclined"", ""Perfume came naturally from Paris For cars she couldn't care less Fastidious and precise"", ""She's a Killer Queen Gunpowder, gelatine Dynamite with a laser beam Guaranteed to blow your mind Anytime"", ""Drop of a hat she's as willing as Playful as a pussy cat Then momentarily out of action Temporarily out of gas To absolutely drive you wild, wild She's all out to get you"", ""She's a Killer Queen Gunpowder, gelatine Dynamite with a laser beam Guaranteed to blow your mind Anytime"", ""Recommended at the price Insatiable an appetite Wanna try? You wanna try"""
288,there must be more to life than this william orbit mix   ,"""There must be more to life than this There must be more to life than this How do we cope in a world without love Mending all those broken hearts And tending to those crying faces"", ""There must be more to life than this There must be more than meets the eye Why should it be just a case of black or white There must be more to life than this"", ""Why is this world so full of hate People dying everywhere And we destroy what we create People dying for their human rights But we just go on saying c'est la vie So this is life"", ""There must be more to life than killing A better way for us to survive I live in hope for a world filled with love Then we can all just live in peace"", ""There must be more to life than this There must be more to life than this I live in hope for a world filled with love There must be more to life than this"", ""There must be more to life Much more to life There must be more to life More to life than this"""
289,bohemian rhapsody live aid   ,"""Mama, just killed a man Put a gun against his head Pulled my trigger, now he's dead Mama, life had just begun But now I've gone and thrown it all away Mama, ooh Didn't mean to make you cry If I'm not back again this time tomorrow Carry on, carry on as if nothing really matters Too late, my time has come"", ""Sent shivers down my spine Body's aching all the time Goodbye, everybody, I've got to go Gotta leave you all behind and face the truth Mama, ooh (anyway the wind blows) I don't wanna die I sometimes wish I'd never been born at all I see a little silhouetto of a man"", ""Scaramouche, Scaramouche, will you do the Fandango?"", ""Thunderbolt and lightning Very, very frightening me (Galileo) Galileo (Galileo) Galileo Galileo Figaro Magnifico"", ""I'm just a poor boy, nobody loves me He's just a poor boy from a poor family"", ""Spare him his life from this monstrosity Easy come, easy go, will you let me go? Bismillah! No, we will not let you go (Let him go!)"", ""Bismillah! We will not let you go (Let him go!) Bismillah! We will not let you go (Let me go!) Will not let you go (Let me go!)"", ""Never, never let you go Never let me go, oh No, no, no, no, no, no, no Oh, mama mia, mama mia (Mama mia, let me go) Beelzebub has a devil put aside for me, for me, for me So you think you can stone me and spit in my eye? So you think you can love me and leave me to die? Oh, baby, can't do this to me, baby Just gotta get out, just gotta get right outta here (Oh, yeah, oh yeah) Nothing really matters Anyone can see Nothing really matters Nothing really matters to me Anyway the wind blows"""
290,crash dive on mingo city   ,
291,liar   ,"""I have sinned dear father Father I have sinned Try and help me father Won't you let me in?"", ""Liar"", ""Oh nobody believes me - Liar Ooh, why don't you leave me alone?"", ""Sire I have stolen Stolen many times Raised my voice in anger When I know I never should"", ""Liar - oh everybody deceives me Liar - ooh, why don't you leave me alone?"", ""Liar - I have sailed the seas Liar - from Mars to Mercury Liar - I have drunk the wine Liar - Time after time Liar - You're lying to me Liar - You're lying to me"", ""Father please forgive me You know you'll never leave me Please will you direct me in the right way"", ""Liar liar liar liar"", ""Liar that's what they keep calling me Liar liar liar"", ""Ooh, let me go"", ""Listen, are you gonna listen?"", ""Mama I'm gonna be your slave - All day long Mama I'm gonna try behave - All day long Mama I'm gonna be your slave - All day long I'm gonna serve you till your dying day - All day long I'm gonna keep you till your dying day - All day long I'm gonna kneel down by your side and pray - All day long and pray"", ""All day long and pray All day long and pray All day long, wow, all day long, wow All day long, all day long, all day long"", ""Yes, all day long, all day long, all day long, all day long, yeah All day long, we have lift off, ow All day long, all day long, all day long"", ""Liar liar they never ever let you win Liar liar everything you do is sin Liar nobody believes you Liar they bring you down before you begin"", ""Ooh, now let me tell you this So now you know you could be dead before they let you, oh yeah, aah"""
292,bring back that leroy brown   ,"""Words and music by freddie mercury Bring back bring back bring back that leroy brown yeah! bring back bring back gotta ring that leroy brown yeah! Bet your bottom dollar bill you're a playboy yeah yeah! daddy cool with a ninety dollar smile (ooh yeah) took my money out of gratitude and he git right out of town well i gotta getty up steady up shoot him down gotta hit that latitude babe Bring back bring back bring back that leroy brown yeah! bring back bring back gotta ring that leroy brown yeah! Big bad leroy brown he got no common sense no no he got no brains but he sure gotta lotta style can't stand no more in this here jail i gotta rid myself of this sentence gotta get out of the heat step into the shade gotta get me there dead or alive babe Wooh wooh big bad leroy wooh wooh wooh wooh big bad leroy brown Bring back bring back bring back that leroy brown yeah! bring back bring back gotta bring back leroy brown yeah! Big mama lulu belle she had a nervous breakdown she had a nervous breakdown leroy's taken her honey chile away but she met him down at the station oohoo put a shotgun to his head and unless i be mistaken this is what she said Big bad big boy big bad leroy brown i'm gonna get that cutie pie bring back bring back bring back that leroy brown yeah! big bad caused a mighty fine sensation yeah yeah! gone and got himself elected president we want leroy for president Next time you gotta hit a bitty baddy weather this time like a shimmy shammy leather he's a big boy bad boy leroy i don't care where you get him from bring that big bad leroy back want him back"""
293,she makes me   ,"""I love She makes me She is my heart She is my love She is my love"", ""I know I'm jealous of her She makes me need She is my love She is my love"", ""Who knows who she'll make me As I lie in her cocoon And the world will surely heal my ills I'm warm and terrified She makes me so"", ""I know the day I leave her I'll love her still She is my love She is my love"", ""Who knows where my dreams will end I'll follow as they grow But the world will know how long I'll take And if I'm very slow she makes me so"", ""She is my love She is my love"""
294,if you cant beat em   ,"""Keep your chin up when you're feeling lonely Don't let them get you down Ain't no use in sitting all alone Hangin' around for someone to call Ohh they won't come knocking at all Don't run and hide even if it hurts you inside So I said give as good as you get"", ""If you can't beat them join them You better do it 'cos it makes you feel good If you can't beat them join them You're never gonna help yourself"", ""Keep your fingers off my money Don't try and pull me down You're taking me out to wine and dine me Trying to wind me round and around Invite me to your little contract Ha! Ha! Rumour has it that you could play dirty I tell you what I'll do about that I'm playing at the wrong game yeah!"", ""If you can't beat them join them You've got to do it 'cos it makes you feel good If you can't beat them join them You're never gonna help yourself"", ""If you can't beat them join them You've got to do it 'cos it makes you feel good If you can't beat them join them It's everyone for themselves"""
295,hello mary lou   ,"""Words and music by gene pitney I said \""hello mary lou goodbye heart sweet mary lou i'm so in love with you i knew mary lou we'd never part so hello mary lou goodbye heart\"" You passed me by one sunny day flashed those big brown eyes my way and oo i wanted you forever more now i'm not one that gets around i swear my feet stuck to the ground and though i never did see you before I said \""hello mary lou goodbye heart sweet mary lou i'm so in love with you i knew mary lou we'd never part so hello mary lou goodbye heart\"" so hello mary lou goodbye heart\"" so hello mary lou goodbye heart\"""""
